federalmanagement.co.uk: [13/Aug/2015:00:20:47 +0100] 66.249.64.29 - - "GET /news/2013/07/new-international-vip-debt-recovery-service-launched/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
federalmanagement.co.uk: [13/Aug/2015:00:24:31 +0100] 149.202.156.71 - - "GET / HTTP/1.0" 200 18077 "-" "Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0) Opera 12.14"
federalmanagement.co.uk: [13/Aug/2015:00:24:57 +0100] 213.184.105.205 - - "GET /news/2011/06/barclays-to-settle-payment-protection-insurance-claims/ HTTP/1.0" 200 31843 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.3.4000 Chrome/30.0.1599.101 Safari/537.36"
federalmanagement.co.uk: [13/Aug/2015:00:26:50 +0100] 188.165.15.222 - - "GET /news/2011/01/debt-collection-agency-required-for-anglian-water/corporate/about_us.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:28:02 +0100] 157.55.39.198 - - "GET /news/2012/06/saab-14-day-debt-recovery-deadline-removed/ HTTP/1.0" 200 27906 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:28:29 +0100] 188.165.15.222 - - "GET /news/2011/01/bailiffs-required-for-coventry/ HTTP/1.0" 200 26572 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:29:03 +0100] 188.165.15.222 - - "GET /news/tag/the-treasury-select-committee/feed/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:33:01 +0100] 54.176.33.86 - - "GET /news/2015/06/an-exclusive-look-inside-the-uks-no1-debt-collection-agency/ HTTP/1.0" 200 32632 "http://ow.ly/PA9iM" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
federalmanagement.co.uk: [13/Aug/2015:00:33:24 +0100] 5.255.253.205 - - "GET /news/tag/gerry-mccabe/ HTTP/1.0" 200 24630 "-" "Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)"
federalmanagement.co.uk: [13/Aug/2015:00:35:05 +0100] 157.55.39.22 - - "GET /news/2013/01/debt_collection/debt_collection.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:35:12 +0100] 157.55.39.22 - - "GET /international/france/ HTTP/1.0" 200 8453 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0;  http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:35:40 +0100] 68.180.230.168 - - "GET /news/2009/08/bay-area-hospitals-and-debt-collection/ HTTP/1.0" 200 27679 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:00:36:34 +0100] 113.68.38.223 - - "GET /templets/default/style/dedecms.css HTTP/1.0" 404 228 "http://www.federalmanagement.co.uk" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36"
federalmanagement.co.uk: [13/Aug/2015:00:43:26 +0100] 223.240.219.207 - - "GET /news/2010/09/ira-man-and-convicted-garda-set-up-debt-collection-agency/ HTTP/1.0" 200 30872 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
federalmanagement.co.uk: [13/Aug/2015:00:43:32 +0100] 223.240.219.207 - - "POST /news/wp-comments-post.php HTTP/1.0" 302 0 "http://www.federalmanagement.co.uk/news/2010/09/ira-man-and-convicted-garda-set-up-debt-collection-agency/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
federalmanagement.co.uk: [13/Aug/2015:00:43:33 +0100] 223.240.219.207 - - "GET /news/2010/09/ira-man-and-convicted-garda-set-up-debt-collection-agency/ HTTP/1.0" 200 30871 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
federalmanagement.co.uk: [13/Aug/2015:00:45:09 +0100] 188.165.15.222 - - "GET /other_services/vehicle_recovery.php HTTP/1.0" 200 18589 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:46:32 +0100] 188.165.15.222 - - "GET /news/2009/10/checks-to-check-the-credit-check-checkers-err-what/debt_collection/debt_collection.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:46:32 +0100] 188.165.15.222 - - "GET /news/2009/12/city-guilds-certificated-diploma-in-debt-collection/ HTTP/1.0" 200 29640 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:46:39 +0100] 68.180.230.168 - - "GET /news/tag/oracle/ HTTP/1.0" 200 24588 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:00:47:01 +0100] 188.165.15.222 - - "GET /news/2012/03/us-borrowing-on-the-rise/ HTTP/1.0" 200 27709 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:48:50 +0100] 157.55.39.23 - - "GET /other_services/other_services.php HTTP/1.0" 200 22308 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:49:05 +0100] 157.55.39.22 - - "GET /international/css/base.css HTTP/1.0" 200 3711 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:49:44 +0100] 157.55.39.223 - - "GET /news/tag/international-debt-collectors/ HTTP/1.0" 200 5443 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0;  http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:00:51:45 +0100] 188.165.15.222 - - "GET /news/2009/07/changes-to-the-costs-of-ccjs/ HTTP/1.0" 200 27298 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:51:54 +0100] 188.165.15.222 - - "GET /news/tag/monmouthshire-country-council/feed/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:00:55:05 +0100] 54.83.24.42 - - "GET /news/2015/06/uks-favourite-choice-for-debt-recovery/ HTTP/1.0" 200 29968 "-" "-"
federalmanagement.co.uk: [13/Aug/2015:00:55:06 +0100] 54.83.24.42 - - "GET /robots.txt HTTP/1.0" 200 49 "-" "GozaikBot (www.gozaik.com;webmaster@gozaik.com;www.gozaik.com/gozaikbot.html)"
federalmanagement.co.uk: [13/Aug/2015:00:55:06 +0100] 54.83.24.42 - - "GET /news/2015/06/uks-favourite-choice-for-debt-recovery/ HTTP/1.0" 200 29968 "-" "-"
federalmanagement.co.uk: [13/Aug/2015:01:02:14 +0100] 66.249.64.29 - - "GET /news/2012/03/uk-personal-debt-levels-increase/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
federalmanagement.co.uk: [13/Aug/2015:01:02:19 +0100] 66.249.64.19 - - "GET /news/ HTTP/1.0" 200 5434 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
federalmanagement.co.uk: [13/Aug/2015:01:04:01 +0100] 188.165.15.222 - - "GET /news/tag/sme/debt_collection/debt_collection.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:05:26 +0100] 68.180.230.168 - - "GET /news/tag/irs/ HTTP/1.0" 200 22737 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:01:07:16 +0100] 74.125.93.176 - - "GET /news/feed/ HTTP/1.0" 304 0 "-" "FeedBurner/1.0 (http://www.FeedBurner.com)"
federalmanagement.co.uk: [13/Aug/2015:01:07:46 +0100] 188.165.15.222 - - "GET /news/tag/grants/debt_collection/debt_collection.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:12:05 +0100] 68.180.230.168 - - "GET /news/tag/truecollect/ HTTP/1.0" 200 22349 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:01:14:46 +0100] 157.55.39.223 - - "GET /google/debt-collectors/uk-number-one-debt-collectors-4/ HTTP/1.0" 200 12256 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0;  http://www.bing.com/bingbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:01:14:49 +0100] 188.165.15.222 - - "GET /news/2009/12/banks-urged-to-prepare-for-new-year-woes/ HTTP/1.0" 200 28046 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:16:02 +0100] 188.165.15.222 - - "GET /news/tag/gordon-brown/corporate/about_us.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:18:42 +0100] 144.76.71.83 - - "GET /news/tag/global-collections-review/ HTTP/1.0" 200 28528 "-" "Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.93 Safari/537.36"
federalmanagement.co.uk: [13/Aug/2015:01:18:42 +0100] 144.76.153.198 - - "GET /news/tag/international-debt-collection/ HTTP/1.0" 200 52145 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1"
federalmanagement.co.uk: [13/Aug/2015:01:20:44 +0100] 188.165.15.222 - - "GET /news/2009/07/page/2/debt_collection/debt_collection.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:21:32 +0100] 188.165.15.222 - - "GET /news/2010/08/fsa-debt-collector-%E2%80%9Chectored%E2%80%9D-firm-for-unpaid-fees-2/ HTTP/1.0" 200 29351 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:22:39 +0100] 65.55.215.40 - - "GET /robots.txt HTTP/1.0" 200 49 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:01:22:39 +0100] 65.55.215.40 - - "GET /news/wp-content/uploads/2015/06/exclusive.png HTTP/1.0" 200 72480 "-" "msnbot-media/1.1 (+http://search.msn.com/msnbot.htm)"
federalmanagement.co.uk: [13/Aug/2015:01:24:59 +0100] 188.165.15.222 - - "GET /news/2013/07/new-international-vip-debt-recovery-service-launched/feed/ HTTP/1.0" 200 917 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:26:03 +0100] 188.165.15.222 - - "GET /news/tag/stoke-on-trent-city-council/feed/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:26:18 +0100] 188.165.15.222 - - "GET /news/tag/insolvent/feed/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:26:43 +0100] 180.76.15.157 - - "GET /news/2009/06/uk-government-owed-billions-in-unpaid-taxes/ HTTP/1.0" 200 27954 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
federalmanagement.co.uk: [13/Aug/2015:01:27:22 +0100] 178.62.159.51 - - "GET /other_services/site_visits.php HTTP/1.0" 200 18705 "-" "Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
federalmanagement.co.uk: [13/Aug/2015:01:27:52 +0100] 66.249.64.29 - - "GET /news/2010/03/halifax-to-use-debt-collectors-for-credit-card-debt/ HTTP/1.0" 302 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
federalmanagement.co.uk: [13/Aug/2015:01:28:11 +0100] 68.180.230.168 - - "GET /news/tag/international-debt-collectors HTTP/1.0" 301 0 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:01:28:19 +0100] 68.180.230.168 - - "GET /news/tag/international-debt-collectors/ HTTP/1.0" 200 28018 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:01:28:56 +0100] 213.184.105.205 - - "GET /news/2011/06/barclays-to-settle-payment-protection-insurance-claims/ HTTP/1.0" 200 31843 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.3.4000 Chrome/30.0.1599.101 Safari/537.36"
federalmanagement.co.uk: [13/Aug/2015:01:30:40 +0100] 188.165.15.222 - - "GET /news/2009/11/showdown-for-credit-card-debt/feed/ HTTP/1.0" 200 842 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:34:17 +0100] 188.165.15.222 - - "GET /news/tag/companies-for-sale/corporate/about_us.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:34:20 +0100] 188.165.15.222 - - "GET /news/2011/06/keep-on-top-of-debtor-delays/ HTTP/1.0" 200 28645 "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:34:21 +0100] 82.94.176.142 - - "GET /robots.txt HTTP/1.0" 200 49 "-" "Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/)"
federalmanagement.co.uk: [13/Aug/2015:01:34:22 +0100] 82.94.176.142 - - "GET /news/category/international-news/ HTTP/1.0" 200 69295 "http://www.federalmanagement.co.uk/news/category/international-news/page/2" "Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)"
federalmanagement.co.uk: [13/Aug/2015:01:36:23 +0100] 82.94.176.142 - - "GET /news/tag/national-debt/ HTTP/1.0" 200 22978 "http://www.federalmanagement.co.uk/news/tag/debt" "Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)"
federalmanagement.co.uk: [13/Aug/2015:01:36:35 +0100] 188.211.162.30 - - "GET /news/2011/06/barclays-to-settle-payment-protection-insurance-claims/ HTTP/1.0" 200 31843 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.3.4000 Chrome/30.0.1599.101 Safari/537.36"
federalmanagement.co.uk: [13/Aug/2015:01:37:06 +0100] 60.168.56.72 - - "GET /news/2011/09/debtor-profiling-saving-time-and-money/ HTTP/1.0" 200 31971 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
federalmanagement.co.uk: [13/Aug/2015:01:37:09 +0100] 60.168.56.72 - - "POST /news/wp-comments-post.php HTTP/1.0" 302 0 "http://www.federalmanagement.co.uk/news/2011/09/debtor-profiling-saving-time-and-money/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 1.0.3705)"
federalmanagement.co.uk: [13/Aug/2015:01:37:11 +0100] 60.168.56.72 - - "GET /news/2011/09/debtor-profiling-saving-time-and-money/ HTTP/1.0" 200 31972 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) ; .NET CLR 2.0.50727 ; .NET CLR 4.0.30319)"
federalmanagement.co.uk: [13/Aug/2015:01:38:21 +0100] 82.94.176.142 - - "GET /news/category/financial-news/ HTTP/1.0" 200 71557 "http://www.federalmanagement.co.uk/news/category/financial-news/page/2" "Mozilla/4.0 (compatible;  Vagabondo/4.0; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/; http://www.wise-guys.nl/)"
federalmanagement.co.uk: [13/Aug/2015:01:41:46 +0100] 68.180.230.168 - - "GET /news/tag/credit-today/ HTTP/1.0" 200 22150 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
federalmanagement.co.uk: [13/Aug/2015:01:41:46 +0100] 180.76.15.135 - - "GET /news/category/international-news/ HTTP/1.0" 200 69295 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
federalmanagement.co.uk: [13/Aug/2015:01:42:06 +0100] 188.165.15.222 - - "GET /news/tag/collections-bureau/other_services/other_services.php HTTP/1.0" 404 - "-" "Mozilla/5.0 (compatible; AhrefsBot/5.0; +http://ahrefs.com/robot/)"
federalmanagement.co.uk: [13/Aug/2015:01:43:31 +0100] 66.249.89.11 - - "GET /google/debt-collection/uk-number-one-debt-collection-agency-4 HTTP/1.0" 301 301 "-" "AdsBot-Google (+http://www.google.com/adsbot.html)"
federalmanagement.co.uk: [13/Aug/2015:01:43:45 +0100] 66.249.89.14 - - "GET /google/debt-collection/uk-number-one-debt-collection-agency-4/ HTTP/1.0" 200 12099 "-" "AdsBot-Google (+http://www.google.com/adsbot.html)"
federalmanagement.co.uk: [13/Aug/2015:01:44:12 +0100] 66.249.89.17 - - "GET /google/debt-collectors/uk-number-one-debt-collectors-4 HTTP/1.0" 301 294 "-" "AdsBot-Google-Mobile (+http://www.google.com/mobile/adsbot.html) Mozilla (iPhone; U; CPU iPhone OS 3 0 like Mac OS X) AppleWebKit (KHTML, like Gecko) Mobile Safari"
federalmanagement.co.uk: [13/Aug/2015:01:44:18 +0100] 66.249.89.14 - - "GET /google/debt-collectors/uk-number-one-debt-collectors-4/ HTTP/1.0" 200 12256 "-" "AdsBot-Google-Mobile (+http://www.google.com/mobile/adsbot.html) Mozilla (iPhone; U; CPU iPhone OS 3 0 like Mac OS X) AppleWebKit (KHTML, like Gecko) Mobile Safari"
federalmanagement.co.uk: [13/Aug/2015:01:45:07 +0100] 157.55.39.198 - - "GET /robots.txt HTTP/1.0" 200 49 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
